Pair ID,Drug_A,Drug_B,MW_A,LogP_A,HBD_A,HBA_A,TPSA_A,MW_B,LogP_B,HBD_B,HBA_B,TPSA_B,Avg_MW,Avg_LogP,Sum_HBD,Sum_HBA,Avg_TPSA,raw_cluster,Cluster,Route_Prediction,MBA_Strategy
237,Lapatinib,Megestrol acetate,581.1,5.4,2,9,115.0,384.5,3.2,0,4,60.4,482.8,4.300000000000001,2,13,87.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
238,Lapatinib,Toremifene,581.1,5.4,2,9,115.0,406.0,6.8,0,2,12.5,493.55,6.1,2,11,63.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
239,Lapatinib,Fluoxymesterone,581.1,5.4,2,9,115.0,336.4,2.38,2,4,57.5,458.75,3.89,4,13,86.25,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
240,Lapatinib,Thiotepa,581.1,5.4,2,9,115.0,189.22,0.53,4,3,41.1,385.16,2.965,6,12,78.05,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
241,Lapatinib,methyltestosterone,581.1,5.4,2,9,115.0,302.5,3.36,1,2,37.3,441.8,4.38,3,11,76.15,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
242,Lapatinib,Pamidronate,581.1,5.4,2,9,115.0,235.07,-4.7,6,8,161.0,408.085,0.3500000000000001,8,17,138.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
243,Palbociclib,Tucatinib,447.5,0.99,2,8,103.0,480.5,3.62,2,8,111.0,464.0,2.305,4,16,107.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
244,Palbociclib,Epirubicin,447.5,0.99,2,8,103.0,543.5,-0.5,6,12,206.0,495.5,0.245,8,20,154.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
245,Palbociclib,Megestrol acetate,447.5,0.99,2,8,103.0,384.5,3.2,0,4,60.4,416.0,2.095,2,12,81.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
246,Palbociclib,Toremifene,447.5,0.99,2,8,103.0,406.0,6.8,0,2,12.5,426.75,3.895,2,10,57.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
247,Palbociclib,Fluoxymesterone,447.5,0.99,2,8,103.0,336.4,2.38,2,4,57.5,391.95,1.685,4,12,80.25,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
248,Palbociclib,Thiotepa,447.5,0.99,2,8,103.0,189.22,0.53,4,3,41.1,318.36,0.76,6,11,72.05,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
249,Palbociclib,methyltestosterone,447.5,0.99,2,8,103.0,302.5,3.36,1,2,37.3,375.0,2.175,3,10,70.15,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
250,Palbociclib,Pamidronate,447.5,0.99,2,8,103.0,235.07,-4.7,6,8,161.0,341.285,-1.855,8,16,132.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
251,Tucatinib,Epirubicin,480.5,3.62,2,8,111.0,543.5,-0.5,6,12,206.0,512.0,1.56,8,20,158.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
252,Tucatinib,Megestrol acetate,480.5,3.62,2,8,111.0,384.5,3.2,0,4,60.4,432.5,3.41,2,12,85.7,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
253,Tucatinib,Toremifene,480.5,3.62,2,8,111.0,406.0,6.8,0,2,12.5,443.25,5.21,2,10,61.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
254,Tucatinib,Fluoxymesterone,480.5,3.62,2,8,111.0,336.4,2.38,2,4,57.5,408.45,3.0,4,12,84.25,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
255,Tucatinib,Thiotepa,480.5,3.62,2,8,111.0,189.22,0.53,4,3,41.1,334.86,2.075,6,11,76.05,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
256,Tucatinib,methyltestosterone,480.5,3.62,2,8,111.0,302.5,3.36,1,2,37.3,391.5,3.49,3,10,74.15,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
257,Tucatinib,Pamidronate,480.5,3.62,2,8,111.0,235.07,-4.7,6,8,161.0,357.785,-0.54,8,16,136.0,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
258,Epirubicin,Megestrol acetate,543.5,-0.5,6,12,206.0,384.5,3.2,0,4,60.4,464.0,1.35,6,16,133.2,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
259,Epirubicin,Toremifene,543.5,-0.5,6,12,206.0,406.0,6.8,0,2,12.5,474.75,3.15,6,14,109.25,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
260,Epirubicin,Fluoxymesterone,543.5,-0.5,6,12,206.0,336.4,2.38,2,4,57.5,439.95,0.94,8,16,131.75,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
261,Epirubicin,Thiotepa,543.5,-0.5,6,12,206.0,189.22,0.53,4,3,41.1,366.36,0.01500000000000001,10,15,123.55,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
262,Epirubicin,methyltestosterone,543.5,-0.5,6,12,206.0,302.5,3.36,1,2,37.3,423.0,1.43,7,14,121.65,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
263,Epirubicin,Pamidronate,543.5,-0.5,6,12,206.0,235.07,-4.7,6,8,161.0,389.285,-2.6,12,20,183.5,2,3,Route: SC / IM Injection,Target: Long-acting release. MBA: Lifecycle management to extend patent life.
264,Megestrol acetate,Toremifene,384.5,3.2,0,4,60.4,406.0,6.8,0,2,12.5,395.25,5.0,0,6,36.45,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
265,Megestrol acetate,Fluoxymesterone,384.5,3.2,0,4,60.4,336.4,2.38,2,4,57.5,360.45,2.79,2,8,58.95,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
266,Megestrol acetate,Thiotepa,384.5,3.2,0,4,60.4,189.22,0.53,4,3,41.1,286.86,1.865,4,7,50.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
267,Megestrol acetate,methyltestosterone,384.5,3.2,0,4,60.4,302.5,3.36,1,2,37.3,343.5,3.28,1,6,48.84999999999999,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
268,Megestrol acetate,Pamidronate,384.5,3.2,0,4,60.4,235.07,-4.7,6,8,161.0,309.785,-0.75,6,12,110.7,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
269,Toremifene,Fluoxymesterone,406.0,6.8,0,2,12.5,336.4,2.38,2,4,57.5,371.2,4.59,2,6,35.0,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
270,Toremifene,Thiotepa,406.0,6.8,0,2,12.5,189.22,0.53,4,3,41.1,297.61,3.665,4,5,26.8,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
271,Toremifene,methyltestosterone,406.0,6.8,0,2,12.5,302.5,3.36,1,2,37.3,354.25,5.08,1,4,24.9,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
272,Toremifene,Pamidronate,406.0,6.8,0,2,12.5,235.07,-4.7,6,8,161.0,320.535,1.05,6,10,86.75,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
273,Fluoxymesterone,Thiotepa,336.4,2.38,2,4,57.5,189.22,0.53,4,3,41.1,262.81,1.455,6,7,49.3,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
274,Fluoxymesterone,methyltestosterone,336.4,2.38,2,4,57.5,302.5,3.36,1,2,37.3,319.45,2.87,3,6,47.4,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
275,Fluoxymesterone,Pamidronate,336.4,2.38,2,4,57.5,235.07,-4.7,6,8,161.0,285.735,-1.16,8,12,109.25,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
276,Thiotepa,methyltestosterone,189.22,0.53,4,3,41.1,302.5,3.36,1,2,37.3,245.86,1.945,5,5,39.2,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
277,Thiotepa,Pamidronate,189.22,0.53,4,3,41.1,235.07,-4.7,6,8,161.0,212.145,-2.085,10,11,101.05,0,2,Route: Standard IV Infusion,Target: Clinical setting. MBA: Stable revenue through doctor 'Buy-and-Bill' model.
278,methyltestosterone,Pamidronate,302.5,3.36,1,2,37.3,235.07,-4.7,6,8,161.0,268.785,-0.6700000000000002,7,10,99.15,3,1,Route: Oral (Pill/Capsule),Target: Home-based care. MBA: High valuation for patient convenience (FDC potential).
